Gene	AU565_BREAST	BT20_BREAST	BT474_BREAST	BT483_BREAST	BT549_BREAST	CAL120_BREAST	CAL148_BREAST	CAL51_BREAST	CAL851_BREAST	CAMA1_BREAST	DU4475_BREAST	EFM192A_BREAST	EFM19_BREAST	HCC1143_BREAST	HCC1187_BREAST	HCC1395_BREAST	HCC1419_BREAST	HCC1428_BREAST	HCC1500_BREAST	HCC1569_BREAST	HCC1599_BREAST	HCC1806_BREAST	HCC1937_BREAST	HCC1954_BREAST	HCC202_BREAST	HCC2157_BREAST	HCC2218_BREAST	HCC38_BREAST	HCC70_BREAST	HDQP1_BREAST	HMC18_BREAST	HMEL_BREAST	HS578T_BREAST	JIMT1_BREAST	KPL1_BREAST	MCF7_BREAST	MDAMB134VI_BREAST	MDAMB157_BREAST	MDAMB175VII_BREAST	MDAMB231_BREAST	MDAMB361_BREAST	MDAMB415_BREAST	MDAMB436_BREAST	MDAMB453_BREAST	MDAMB468_BREAST	SKBR3_BREAST	T47D_BREAST	UACC812_BREAST	UACC893_BREAST	ZR751_BREAST	ZR7530_BREAST
AXIN1	25.87	15.51	26.15	19.85	17.6	17.63	69.19	23.81	6.95	30.99	28.11	15.69	24.47	20.59	31.84	15.3	17.09	35.67	20.72	28.71	31.04	19.8	18.57	19.28	16.56	25.32	16.11	31.94	26.06	7.63	20.02	12.39	11.66	37.53	20.89	13.53	10.92	18.54	15.58	16.08	29.32	11.28	38.79	22.82	16.25	22.17	12.82	15.39	24.04	19.87	21.5
ZNF479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.05	0.0	0.0	0.0	0.01	0.0	0.0	0.06	0.0	0.01	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
TLX3	0.01	5.71	0.0	0.0	0.01	0.98	0.0	1.06	0.42	0.0	0.02	0.0	0.0	6.84	0.0	3.54	0.0	0.06	0.0	0.0	3.11	2.01	1.25	0.0	0.0	0.0	0.0	8.02	3.01	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	4.11	0.0	0.0	0.08	0.0	14.35	0.0	5.28	0.0	0.0	0.0	0.0	0.03	0.0
KEAP1	13.58	46.09	48.54	20.23	57.35	39.58	64.1	45.32	28.25	38.27	39.02	27.29	35.46	46.28	70.57	54.79	59.81	20.64	37.72	64.16	52.47	56.7	79.21	20.74	21.21	56.75	24.52	73.53	73.01	91.51	42.0	30.18	28.18	34.82	38.51	47.2	21.5	53.22	45.0	62.89	49.78	40.83	46.94	59.05	160.92	36.9	28.84	24.86	16.02	44.07	45.63
CEBPA	0.44	1.3	0.63	1.5	0.24	0.04	8.67	0.0	0.02	1.63	0.13	3.42	0.64	0.04	0.72	0.19	0.57	0.71	1.42	0.32	4.11	0.45	2.93	0.09	1.67	3.49	1.63	0.53	0.07	0.05	0.35	0.38	0.0	0.21	0.89	0.76	2.31	0.61	2.28	0.08	6.79	0.54	0.11	7.29	2.59	0.03	0.71	0.09	2.0	4.42	2.41
HLA-A	44.96	62.94	2.29	105.1	93.11	124.23	4.38	168.68	376.97	59.19	684.88	114.23	21.86	218.62	738.99	257.22	46.84	74.66	81.32	812.88	59.46	646.62	770.07	99.79	18.59	157.8	1.08	1053.0	660.82	1012.1	175.77	614.97	1064.8	461.15	68.16	73.72	35.59	1314.7	55.7	1486.7	137.33	849.92	507.43	36.33	713.94	13.3	52.72	74.13	1.76	7.13	40.1
ETV6	4.88	13.1	4.29	6.12	4.19	3.57	10.81	5.09	6.52	1.88	5.31	1.45	3.69	13.83	42.82	13.69	2.32	9.67	5.02	8.67	14.63	3.86	12.99	9.56	5.31	10.54	2.92	17.02	28.29	5.62	9.72	3.93	9.23	2.9	2.29	1.43	7.21	2.74	9.45	13.07	6.62	6.75	10.59	5.99	12.26	3.2	1.26	2.05	9.48	7.32	6.08
POLE	52.57	46.08	73.73	80.9	47.35	22.23	54.19	108.48	27.22	65.29	90.66	74.45	70.27	87.29	53.45	38.7	56.31	97.05	97.62	71.21	95.73	51.53	64.55	32.94	95.16	39.2	28.49	45.3	44.79	16.86	43.65	40.6	18.64	32.96	81.3	59.5	154.13	57.48	54.81	58.38	101.24	59.81	27.82	113.59	39.65	45.54	79.95	87.25	68.24	60.21	49.92
PMS2	15.21	13.76	17.52	15.96	14.54	10.43	22.15	15.06	3.81	13.49	9.73	5.73	7.19	11.15	18.71	12.02	14.55	12.94	12.35	6.83	7.82	13.66	14.03	14.99	23.56	8.7	7.97	7.45	20.15	9.92	7.64	10.19	7.84	17.39	13.07	12.87	10.79	9.78	9.14	6.05	12.83	4.72	25.86	9.22	13.0	10.59	17.1	8.94	19.79	25.46	6.33
TPR	54.6	49.72	19.57	48.84	56.12	15.78	30.89	59.88	24.31	48.78	67.69	27.9	46.53	57.11	90.17	42.97	29.04	34.9	38.7	48.67	45.51	32.43	35.51	48.36	42.6	38.02	27.37	64.39	44.49	30.89	46.53	42.67	21.18	15.32	28.68	27.13	39.27	45.73	46.58	36.31	30.73	36.83	63.26	39.81	50.08	42.31	44.65	55.64	37.27	79.56	47.32
ETNK1	11.9	12.73	14.38	18.66	7.05	22.21	9.0	34.34	17.65	7.64	17.59	12.09	13.67	19.97	25.05	25.18	22.78	12.53	62.15	15.39	5.59	9.64	16.48	14.52	8.17	7.09	7.5	15.76	23.45	7.77	17.95	21.3	9.6	6.2	8.67	8.24	32.16	4.63	10.85	7.61	18.94	30.95	15.11	18.1	9.71	10.7	11.37	10.54	26.34	29.59	17.05
SEPT6	18.11	115.26	12.45	22.91	15.05	24.05	31.35	15.3	2.98	9.88	2.81	19.31	11.77	19.14	30.26	13.57	26.39	21.25	20.57	13.88	4.75	11.59	17.39	20.3	11.33	14.79	10.53	17.95	21.6	6.45	6.23	6.39	7.29	25.84	0.56	0.51	8.33	45.8	17.26	7.78	11.78	2.55	24.54	24.92	67.53	16.16	23.55	9.16	9.81	6.45	6.82
PPP6C	31.18	55.08	50.3	45.56	40.64	37.21	28.72	38.09	27.2	55.47	31.39	34.86	43.59	35.1	47.45	32.18	57.26	58.29	59.44	30.0	37.21	16.61	47.92	57.6	52.83	30.12	24.99	53.26	44.73	13.27	39.56	21.18	29.41	33.05	41.8	32.28	33.46	33.57	41.27	51.79	46.83	34.58	45.36	33.34	38.75	33.24	50.85	16.02	42.8	31.87	25.59
EML4	27.73	36.42	12.92	13.61	19.63	25.2	16.41	52.42	13.23	14.9	37.72	15.71	17.78	27.76	13.6	16.75	17.57	21.63	9.42	22.15	54.06	20.18	25.68	63.2	20.3	11.91	10.8	38.31	42.51	10.49	18.04	17.09	15.14	21.98	17.7	16.58	14.57	50.32	33.83	31.17	30.06	21.23	20.41	11.83	42.97	16.2	9.3	8.58	29.24	18.79	15.42
CRLF2	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.03	4.34	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.04	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.54	0.2	4.55	0.0	0.0	0.74	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0
CRLF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNB1IP1	59.47	40.29	99.63	15.89	53.56	61.92	53.62	45.06	54.69	25.62	23.36	17.57	46.34	55.81	66.41	74.91	11.0	17.5	35.09	24.4	37.21	30.56	41.58	48.61	59.77	51.92	34.26	26.12	28.66	35.18	70.63	25.36	33.71	53.91	36.03	36.73	52.15	28.26	26.6	29.68	35.32	22.03	44.49	18.28	85.9	33.49	12.31	6.02	29.1	48.9	21.39
RECQL4	43.6	46.41	49.15	55.0	74.97	19.06	47.84	64.35	20.96	120.47	36.41	53.34	76.93	148.5	47.13	72.54	219.94	28.85	57.84	135.86	81.59	37.92	134.29	28.27	73.38	69.18	20.84	19.33	37.32	40.03	47.2	17.96	44.88	81.84	49.53	61.6	76.42	94.38	51.9	49.08	85.18	28.96	101.78	92.24	28.84	41.8	52.11	151.73	88.74	65.56	16.03
CACNA1D	15.28	4.26	2.26	10.56	0.01	0.0	0.91	1.24	0.02	2.0	10.15	2.27	7.22	0.68	2.11	0.05	10.52	17.32	5.52	0.71	3.98	0.0	0.06	1.09	6.06	0.51	4.91	0.5	0.76	0.0	0.01	0.04	0.04	3.32	2.53	6.61	2.48	0.06	6.74	0.0	4.15	3.27	0.18	12.88	0.66	9.31	5.08	7.75	9.86	5.74	17.29
FIP1L1	54.75	50.71	43.23	63.51	44.19	43.2	57.25	59.19	29.48	73.85	79.04	91.56	65.83	91.49	47.39	77.84	52.5	33.23	61.54	62.53	53.75	40.46	59.03	57.25	59.57	33.13	30.6	65.82	37.22	29.72	34.43	59.2	54.6	43.53	46.34	44.59	64.64	38.72	45.92	60.38	78.21	54.46	89.74	44.34	47.7	53.39	37.99	41.57	30.28	41.09	41.17
MUC1	130.53	113.88	30.96	531.99	31.75	3.62	125.3	27.05	208.59	163.53	170.26	569.62	321.95	94.26	9.79	26.64	197.83	236.92	14.14	16.32	40.71	9.82	35.83	183.1	92.93	93.97	303.18	33.11	640.15	83.3	77.6	5.92	13.05	7.45	95.53	43.31	9.32	17.28	831.4	50.38	22.51	635.3	2.08	0.34	190.16	19.55	580.86	1157.6	37.49	282.54	251.59
PABPC1	494.25	1223.1	807.75	903.75	1570.0	1184.4	1211.7	1071.3	631.3	514.12	510.02	326.67	786.81	1023.1	1563.5	848.25	2138.1	2578.6	624.1	2269.9	1442.0	824.07	1544.4	2034.2	684.91	2679.0	1605.9	1243.7	1315.6	1058.2	1068.5	424.79	2244.0	1304.3	1460.9	1286.9	649.2	890.88	1090.5	702.93	851.87	199.26	452.42	863.73	1678.8	456.24	591.74	481.53	803.81	768.21	3045.9
RB1	11.47	27.11	13.9	17.52	7.19	6.82	2.19	31.61	7.29	31.36	0.06	18.18	37.66	13.75	3.77	32.25	15.56	11.25	14.14	6.77	7.49	4.93	8.42	22.5	16.59	0.8	3.2	37.93	10.31	10.39	26.2	20.81	15.72	6.32	11.45	9.35	8.69	7.31	13.04	17.17	19.45	9.84	2.3	19.31	1.94	14.3	13.25	15.88	5.26	18.13	10.22
BRCA1	6.27	17.21	14.44	12.56	23.29	9.8	16.85	33.73	4.59	24.31	20.2	10.74	12.16	19.46	10.34	5.67	9.56	22.61	22.22	15.77	22.58	9.61	26.17	25.89	17.25	9.64	3.46	7.52	20.64	10.86	23.23	14.5	6.82	7.62	15.49	12.62	6.75	23.19	12.18	16.1	19.75	9.45	11.39	8.76	15.87	6.77	30.91	8.15	13.73	15.04	9.12
ARHGEF10	0.56	5.07	10.5	10.75	40.22	19.38	4.58	22.37	2.47	8.74	5.58	6.18	0.08	14.33	15.34	19.63	8.29	6.87	0.15	10.04	7.17	12.98	7.57	5.75	2.18	5.17	3.42	15.64	2.61	13.84	25.21	25.76	47.54	16.23	8.2	4.37	2.71	15.15	10.8	20.61	10.97	6.78	31.96	3.06	11.68	1.29	10.58	0.47	5.92	20.59	8.57
BCL2	0.06	0.44	7.75	1.31	1.93	4.75	0.33	5.92	0.11	2.7	3.92	0.56	0.15	1.86	2.43	0.64	2.59	10.96	79.74	1.7	14.8	0.64	0.17	0.23	0.02	2.67	0.3	1.17	0.52	0.28	1.81	0.38	0.12	0.28	1.58	21.81	19.3	1.02	0.23	1.61	1.8	0.67	1.89	0.75	1.47	0.1	0.27	0.27	0.03	15.06	3.66
PICALM	64.13	167.98	56.93	53.12	126.79	159.88	48.62	104.83	78.3	44.98	53.34	40.81	56.22	54.5	59.91	70.5	43.58	57.24	113.92	98.94	42.67	52.96	92.73	125.24	53.56	60.77	39.37	212.29	106.76	49.27	70.0	83.75	192.7	83.72	71.57	72.62	19.97	93.09	52.47	130.14	72.56	42.98	157.5	61.46	134.08	47.39	70.09	63.67	115.29	46.73	31.61
DDX10	24.14	24.14	17.26	12.41	30.51	37.08	22.16	21.75	14.86	12.3	5.86	13.05	11.51	13.76	20.94	28.01	6.98	27.13	14.01	28.38	10.74	16.46	18.57	20.83	12.63	25.74	13.35	24.01	13.04	7.86	35.01	20.93	44.52	21.19	9.43	9.19	6.11	17.0	4.83	46.83	19.8	10.84	23.81	16.97	30.77	18.8	20.07	9.83	8.69	11.8	6.33
XPO1	105.13	137.77	87.27	68.32	97.86	113.64	67.35	179.91	44.56	85.19	78.76	79.88	100.99	145.76	90.17	134.33	64.74	90.46	60.93	94.54	137.0	41.03	78.83	150.38	85.49	100.74	29.65	131.24	115.96	67.15	110.19	99.13	95.36	58.44	98.99	74.12	79.48	172.19	44.96	88.35	96.95	44.94	131.04	86.07	98.88	77.5	65.91	104.33	80.33	103.19	51.12
WAS	0.29	0.91	0.9	0.8	0.29	0.09	0.75	0.47	0.13	2.22	0.33	0.14	0.24	0.74	1.15	0.52	1.28	1.63	0.77	0.52	0.21	0.05	0.31	1.57	0.51	0.3	0.52	0.29	0.07	0.56	0.44	0.35	0.12	0.85	2.86	0.64	1.0	0.4	2.3	0.98	0.82	0.18	0.58	0.29	0.53	0.46	0.4	0.76	0.11	3.01	0.11
S100A7	127.86	11.27	0.17	9.46	0.06	0.0	0.09	0.0	1.79	0.06	0.0	2.06	0.0	0.26	80.04	0.0	0.0	0.28	0.86	0.3	0.18	0.21	16.89	36.45	0.09	0.19	9.51	0.0	1.44	0.56	0.26	90.84	0.12	0.24	0.0	7.15	0.5	0.0	0.0	0.11	0.23	0.55	0.49	0.0	949.41	10.4	0.0	8.56	0.56	0.0	0.0
EXT1	11.59	31.96	11.88	15.94	106.83	64.52	5.49	45.05	42.1	7.3	5.6	42.63	7.04	74.85	59.55	125.14	10.07	33.15	15.93	36.79	20.18	26.09	79.51	215.73	22.52	14.13	10.53	29.98	58.15	86.46	16.44	57.99	302.13	27.47	7.75	8.5	1.01	104.33	13.0	127.17	38.93	27.83	117.72	21.96	30.72	10.9	11.49	2.72	14.28	6.46	21.92
SLC34A2	0.16	0.08	0.12	0.07	0.03	0.04	0.02	24.03	0.03	0.0	0.02	0.07	0.15	14.94	114.32	0.21	0.04	0.03	0.02	0.05	81.18	0.17	0.71	0.01	0.05	8.26	0.24	1.0	39.99	0.02	0.02	0.44	0.06	0.05	0.01	0.02	0.01	0.09	0.03	0.01	0.01	24.53	0.05	0.05	3.54	0.1	0.03	0.65	8.49	1.42	0.0
MSH2	31.06	37.66	29.97	27.18	45.61	35.52	35.51	88.93	29.27	32.72	84.9	19.51	47.44	51.39	37.13	39.46	25.21	57.9	23.2	44.38	53.73	17.84	40.32	40.19	55.57	24.06	11.24	52.27	47.17	27.94	22.71	22.27	12.2	38.65	31.75	27.26	33.46	36.48	10.47	42.85	34.85	18.17	42.61	27.59	50.66	24.92	25.05	18.47	53.28	29.24	16.98
POU2AF1	0.04	0.07	0.07	0.1	0.14	0.04	0.98	0.09	0.04	0.14	9.1	0.3	0.11	0.0	3.29	0.14	0.13	0.2	0.29	0.05	0.05	0.32	0.23	1.3	0.16	0.03	0.03	0.11	0.95	0.14	0.05	0.92	0.04	0.04	0.05	0.01	0.09	0.34	0.07	0.2	0.02	0.06	0.06	0.02	2.35	0.04	0.04	0.26	0.13	0.26	0.03
BIRC6	38.08	50.79	20.12	23.85	13.9	19.02	16.49	33.11	11.98	20.51	22.78	24.36	19.23	28.71	24.91	18.21	39.45	22.45	17.98	19.69	24.59	19.89	23.89	33.98	34.07	23.18	14.69	32.16	25.91	16.56	15.06	35.93	30.62	21.85	33.9	25.95	25.94	24.93	21.42	16.65	37.88	18.41	18.09	20.52	40.06	25.83	13.33	17.49	28.7	32.6	20.93
CTNND2	21.54	0.38	17.01	9.85	0.02	25.15	2.69	0.03	0.0	10.65	0.01	0.26	0.87	4.49	1.56	0.0	19.17	0.16	4.8	0.04	1.27	0.56	0.1	0.06	18.91	21.3	11.51	0.16	0.43	0.0	0.0	0.0	0.0	0.0	19.32	12.15	16.12	0.17	3.57	0.01	12.07	2.86	0.42	15.45	0.0	3.47	0.01	0.87	13.29	4.44	18.14
PLCG1	26.83	41.41	27.38	80.87	77.89	43.92	101.71	88.77	8.94	65.65	59.09	21.2	94.84	49.69	72.66	75.95	61.86	41.82	121.48	176.51	53.36	21.25	33.17	30.17	33.7	76.5	27.37	117.46	34.58	25.71	15.51	107.29	74.25	50.56	169.16	82.9	101.64	108.12	46.58	53.9	63.37	34.07	36.72	58.87	31.11	27.45	45.17	73.47	48.52	120.41	29.3
RARA	62.76	32.74	51.41	122.11	14.2	7.97	33.31	10.39	5.67	132.14	8.62	126.39	93.45	6.79	19.84	17.94	17.45	47.75	27.7	19.81	13.01	7.06	13.84	41.23	18.46	9.52	10.19	72.72	18.95	5.81	8.59	8.82	8.37	10.04	33.2	17.36	42.9	28.98	58.11	13.49	25.48	36.29	15.7	5.82	14.3	67.77	67.55	426.34	142.18	32.12	16.67
ERCC5	31.96	67.8	21.62	19.54	33.66	13.71	22.18	35.85	14.12	22.22	26.21	54.65	28.42	37.41	64.86	28.06	25.76	15.73	15.61	19.45	12.83	45.13	42.98	30.33	18.86	10.97	18.25	17.1	48.6	66.18	18.69	43.68	15.44	20.85	14.75	12.37	17.46	35.32	30.8	12.64	28.33	41.96	65.55	14.13	48.96	38.1	20.76	7.99	26.79	37.59	23.28
CSF3R	5.92	0.08	0.05	8.54	0.04	0.18	0.11	1.52	0.17	0.0	0.01	0.81	0.58	0.0	0.18	0.09	0.4	0.01	0.29	1.13	0.0	0.22	0.06	0.06	2.08	3.36	0.02	0.04	0.04	0.05	0.0	0.08	0.0	0.02	0.01	0.07	0.09	0.0	3.57	0.16	1.97	1.06	0.23	0.09	5.34	1.07	0.09	0.23	3.03	0.32	0.33
PML	9.23	32.08	5.67	9.13	30.58	13.23	11.72	11.26	22.07	8.41	9.29	8.8	9.0	56.04	43.87	43.79	7.08	6.65	7.43	33.18	49.09	11.56	26.38	24.06	10.69	19.32	7.97	35.33	32.14	29.4	13.05	43.48	24.53	44.64	13.81	13.77	7.4	25.73	10.9	35.25	13.01	20.27	25.16	3.57	28.16	7.87	11.31	9.84	4.08	9.88	9.71
CUL3	52.42	64.11	70.23	57.36	44.36	64.14	47.48	63.45	31.59	65.19	51.98	43.55	72.69	45.62	41.97	62.02	59.17	83.89	97.82	49.34	38.02	26.96	29.41	57.51	46.26	27.78	27.18	84.86	51.24	24.81	59.61	37.2	42.58	29.16	45.68	44.29	78.24	44.09	52.14	38.45	72.26	59.79	56.98	77.61	68.38	42.62	36.6	50.88	63.96	56.36	43.84
CDKN2C	18.94	29.6	12.47	10.26	224.53	21.84	67.41	22.46	7.51	13.06	10.04	21.04	15.01	8.89	36.92	72.15	18.44	15.3	36.62	46.95	11.28	8.8	24.18	18.96	41.01	22.55	2.21	51.19	74.83	3.0	19.58	4.07	33.88	15.76	9.42	9.16	17.36	68.15	10.15	59.13	20.35	18.59	24.27	27.03	28.42	44.32	24.12	9.16	8.08	13.56	27.25
BCL10	9.73	6.8	5.94	7.81	13.67	7.57	6.56	5.91	7.68	4.5	4.96	3.75	9.67	9.48	6.79	16.1	6.16	3.24	13.74	4.69	7.36	4.14	8.81	15.45	6.82	6.34	4.02	13.34	17.84	4.98	7.73	11.3	10.66	6.65	6.14	5.06	6.11	6.73	4.13	12.89	5.45	11.49	13.72	6.57	13.59	9.8	3.76	3.14	3.02	6.63	9.19
LRP1B	0.0	0.02	0.62	0.0	0.54	0.0	0.02	0.0	0.03	0.0	0.0	0.01	0.29	0.02	0.29	0.03	0.46	0.02	1.65	0.04	0.02	0.29	0.0	0.02	0.34	0.02	0.0	0.2	1.94	0.1	0.12	0.01	0.09	0.01	0.28	0.01	0.0	0.35	0.06	0.12	0.86	0.6	0.19	3.61	0.05	0.03	0.01	0.0	0.01	0.03	0.0
SRC	14.79	56.06	3.28	61.96	32.91	17.95	45.87	32.91	12.78	6.78	45.18	11.4	60.74	43.84	22.18	38.67	8.58	97.08	46.42	113.34	31.1	26.61	23.44	39.48	2.92	37.53	11.28	64.17	12.47	11.81	13.4	57.8	23.11	61.49	6.14	5.32	17.88	16.11	28.51	14.34	70.02	73.2	10.4	0.17	15.99	23.67	41.59	54.5	14.36	22.29	13.45
HIST1H3B	0.4	0.76	1.06	0.42	0.29	0.59	0.26	1.56	0.27	0.5	0.53	0.95	0.46	0.0	0.39	2.48	1.66	6.54	1.17	0.16	0.18	2.32	2.89	2.24	6.15	0.0	0.88	4.22	2.67	0.23	2.36	0.21	0.31	0.49	2.42	6.42	0.72	1.05	0.15	1.32	0.2	0.56	0.58	2.58	0.61	0.65	1.52	0.72	1.07	0.98	0.37
HMGN2P46	0.23	0.27	0.22	1.01	0.07	0.65	1.7	0.0	0.74	1.62	0.15	0.13	0.17	1.62	0.26	0.29	0.81	0.14	0.4	0.59	0.33	0.98	1.85	1.1	0.03	0.08	0.09	1.18	0.44	0.9	0.21	0.03	0.31	0.47	0.1	0.11	1.36	0.25	0.06	0.31	0.4	0.16	2.77	0.29	0.09	0.12	0.58	1.44	0.34	0.52	0.27
CREB3L2	41.99	6.96	8.25	10.73	7.26	9.5	14.97	28.01	8.76	10.11	2.37	16.65	5.66	22.16	25.82	29.22	6.35	9.67	9.03	19.85	7.66	6.92	8.43	32.49	18.44	7.33	11.3	30.86	15.53	7.03	5.02	18.04	54.48	21.31	11.67	6.67	2.94	7.58	23.29	22.92	17.14	18.01	10.08	11.23	9.2	22.51	5.54	2.7	14.43	5.15	10.07
ARAF	56.93	24.66	42.73	43.05	33.32	30.7	35.21	34.77	33.91	37.25	19.09	53.48	50.72	32.34	22.39	27.07	49.81	101.8	32.65	35.99	10.69	19.43	27.35	42.24	43.98	33.69	33.05	29.67	19.2	18.14	34.67	29.65	21.52	36.53	45.15	37.67	22.51	79.24	54.84	67.63	64.19	72.99	41.52	35.76	38.55	23.99	61.06	42.23	12.6	41.19	36.13
FANCF	3.77	7.61	16.51	12.84	3.07	13.07	17.92	4.54	1.85	8.34	7.75	4.1	5.67	5.52	10.9	3.32	2.9	6.92	12.96	7.08	2.94	5.08	2.99	2.93	10.67	5.01	8.01	4.43	3.12	3.24	1.82	4.66	0.95	12.17	5.81	5.81	15.69	1.75	7.65	2.44	6.5	4.54	9.09	9.77	3.48	4.27	9.18	3.95	2.3	10.64	6.49
CD74	1.26	1.0	0.69	26.92	1.78	4.18	1.38	2.39	36.45	1.79	0.58	3.11	8.64	109.76	6.3	10.35	0.52	1.81	1.94	1.4	1.05	124.66	117.93	6.83	2.37	0.78	0.48	1.27	154.85	17.03	1.44	4.37	1.46	1.34	1.37	0.39	5.03	2.18	10.37	147.12	17.78	10.0	1.86	0.56	4.52	0.82	15.28	20.2	0.9	5.14	0.3
CASP9	3.99	6.33	3.63	3.35	5.81	7.71	7.21	6.24	2.92	1.05	7.81	6.13	2.35	6.9	3.47	3.29	12.17	3.08	5.7	2.4	1.21	6.88	8.91	5.89	4.19	3.8	3.09	8.27	12.96	5.01	7.99	4.81	6.33	6.65	4.18	7.06	2.52	8.31	2.89	7.41	8.06	12.73	8.53	3.3	8.15	2.43	5.16	6.87	7.3	8.3	3.73
FAT1	84.35	46.46	36.68	11.52	86.75	47.05	1.56	468.69	12.8	58.28	197.72	15.01	0.31	99.99	90.83	87.22	19.74	8.35	11.72	139.49	0.26	140.49	76.96	76.11	114.33	64.76	60.47	111.62	48.24	22.97	24.12	302.58	502.05	16.73	23.38	8.6	1.13	29.0	37.9	119.96	124.96	172.54	102.7	49.47	75.2	73.92	0.54	21.28	90.21	21.96	53.12
JUN	12.94	77.32	32.91	33.23	99.79	126.59	52.19	15.43	31.63	28.56	26.1	67.83	18.43	76.85	26.46	27.84	116.04	269.94	116.01	43.72	76.55	20.03	38.56	102.58	29.56	65.8	31.34	106.5	98.29	47.22	193.67	43.03	144.28	474.47	48.41	28.1	21.86	19.9	6.79	79.92	31.39	22.3	75.9	94.4	46.43	21.18	16.66	14.8	144.84	62.99	127.95
TFRC	302.63	129.65	125.4	99.99	168.53	79.6	55.99	112.92	288.01	172.62	585.77	89.59	159.5	316.34	51.57	114.36	132.75	272.78	195.58	264.63	192.22	49.62	311.09	386.89	185.2	132.79	149.58	120.65	305.49	56.8	81.47	249.44	169.55	60.95	65.53	97.68	36.2	66.28	99.1	144.35	155.44	84.42	123.75	132.32	129.96	218.55	461.5	98.3	288.88	123.22	132.24
KIF5B	27.18	124.08	62.19	66.73	107.86	73.9	49.02	68.56	50.91	68.5	78.91	42.81	34.28	101.17	78.76	115.64	54.41	80.52	84.25	52.82	65.84	35.82	79.21	70.21	57.59	54.78	38.32	181.1	195.71	55.95	58.68	35.85	81.14	34.23	47.38	49.87	83.03	59.37	90.23	69.52	50.86	49.41	41.06	37.51	48.47	21.32	26.84	41.85	116.65	91.73	52.15
TP63	0.19	1.46	1.2	0.08	0.41	0.01	0.15	0.02	0.86	0.12	0.03	0.29	2.59	0.17	0.24	1.46	0.03	0.59	0.15	0.2	0.02	63.8	1.64	52.23	0.22	0.06	0.02	1.44	1.4	0.37	0.07	60.35	0.37	0.02	2.2	0.57	0.12	0.95	0.63	0.4	1.2	9.14	0.43	0.94	0.7	0.07	0.2	0.96	0.33	0.42	0.11
MLLT1	15.48	27.39	20.84	18.37	36.08	21.37	59.84	20.9	6.63	45.83	34.31	17.1	25.04	22.0	110.03	11.37	23.64	19.42	22.87	38.03	26.02	14.87	36.0	18.85	27.89	30.45	18.12	40.25	15.04	9.68	18.44	13.4	27.02	22.16	19.17	11.34	21.53	37.36	22.65	24.1	31.42	10.59	15.04	49.7	23.9	19.34	20.38	7.03	13.7	14.72	24.22
RHOH	1.7	0.02	5.51	3.49	0.01	0.01	11.65	0.22	0.03	9.16	0.14	4.62	5.47	0.04	0.08	0.07	9.73	4.49	6.74	0.04	0.0	0.12	0.0	2.36	3.74	0.03	4.11	0.0	0.07	0.0	0.0	0.08	0.09	0.01	1.19	2.8	5.64	0.06	4.04	0.54	13.17	3.44	0.27	2.27	0.43	1.31	5.5	2.69	0.77	6.73	8.45
CARD11	0.03	0.03	0.01	0.12	0.06	0.01	0.02	0.03	0.02	0.09	0.23	0.06	0.02	0.04	0.07	4.8	0.0	0.03	0.05	0.04	0.03	41.31	7.02	0.04	0.06	0.01	0.04	0.03	0.19	6.77	0.01	1.5	0.06	0.02	0.03	0.06	0.01	0.09	0.2	4.33	1.14	0.01	0.79	0.01	0.05	0.04	0.03	0.19	0.04	0.14	0.01
SRGAP3	4.72	7.45	1.75	5.46	1.19	1.86	4.81	3.33	2.45	3.25	8.79	3.92	0.84	8.95	3.09	7.58	5.88	8.41	11.96	1.46	0.73	12.28	6.66	11.43	3.4	3.35	1.27	8.35	5.1	7.62	0.75	38.66	2.57	10.72	2.46	3.96	5.83	7.68	7.84	0.34	5.53	4.45	4.02	0.96	4.2	3.74	17.18	5.05	5.12	3.95	8.37
IL6ST	13.62	9.67	6.37	50.37	41.01	31.44	6.6	32.11	19.23	57.96	6.79	25.47	47.85	30.59	19.33	24.41	29.6	24.39	67.31	21.79	5.51	9.44	19.8	22.13	8.38	3.3	3.92	23.89	15.64	15.76	27.42	15.19	87.77	24.56	2.8	3.79	151.25	21.19	10.06	64.21	17.6	78.59	52.52	0.67	17.7	8.6	49.42	14.66	1.09	38.29	39.82
